gene_symb,GF_mean,GF_std,SCFA_mean,SCFA_std,log2FC,is_GF_all_zero,is_SCFA_all_zero,gene_type,pvalue,padj,reject_null,significant,regulation,is_specific
Tmed1,27.417666666666666,10.219663456917203,29.422,16.63106899505325,1.4525617690723596,False,False,non_specific,0.3018537692787108,0.3,False,False,Not significant,True
Gpt,165.8886666666667,71.69696479657911,187.42344444444447,58.96629487976049,1.1809669046607358,False,False,non_specific,0.2989434220828685,0.3,False,False,Not significant,True
Fut4,9.0,8.54400374531753,23.33333333333333,11.503622617824933,1.282933963271499,False,False,non_specific,0.1641666068657606,0.16,False,False,Not significant,True
Nfxl1,50.16666666666667,12.774129597589482,76.66733333333333,18.536720349979205,0.6235588492874418,False,False,non_specific,0.1119291681176117,0.11,False,False,Not significant,True
Dtna,21.76755555555555,15.761709390692188,36.09700000000001,37.39553061844945,1.945667427886301,False,False,non_specific,0.3324623125035607,0.33,False,False,Not significant,True
Piezo2,26.166750000000004,14.749346026207457,59.26508333333334,41.90494997290568,0.8636135735387738,False,False,non_specific,0.192562962515844,0.19,False,False,Not significant,True
Nos1ap,6.333333333333334,4.388363876123056,5.5,2.707731290314821,1.0480996694739155,False,False,non_specific,0.3295115759033781,0.33,False,False,Not significant,True
Serpinf2,3.6666666666666665,1.5275252316519463,7.666666666666667,4.041451884327381,0.8930847960834885,False,False,non_specific,0.2223658170773836,0.22,False,False,Not significant,True
Sptan1,587.4715555555555,296.3573696076582,719.3275555555556,321.6677852671002,1.2816561672280025,False,False,non_specific,0.2871657912809157,0.29,False,False,Not significant,True
Prkn,0.7777777777777777,0.8592799777184165,1.9999444444444443,2.715680863653561,1.637192886958848,False,False,non_specific,0.2777671753433772,0.28,False,False,Not significant,True
Oga,232.31466666666665,108.80651071619867,315.942,43.141158296820734,0.4844871753207652,False,False,non_specific,0.305347948907998,0.31,False,False,Not significant,True
Lama5,1929.8866666666663,646.8443240976404,2877.1553333333336,613.2672281561549,0.5758809682421802,False,False,non_specific,0.1396862885734985,0.14,False,False,Not significant,True
Slc22a22,1.3333333333333333,1.5275252316519468,3.6666666666666665,1.5275252316519463,1.0,False,False,non_specific,0.1347019353189671,0.13,False,False,Not significant,True
Plekhh1,50.0,23.57965224510319,106.0,48.49742261192856,1.069041644429651,False,False,non_specific,0.1732118903264696,0.17,False,False,Not significant,True
Tfeb,44.184583333333336,24.40099000724173,98.07458333333334,103.82412563462417,4.860615238264392,False,False,non_specific,0.3604108129376031,0.36,False,False,Not significant,True
Wdr34,418.7923333333333,20.279815934404656,480.18533333333335,39.14185877463323,0.1969168504928295,False,False,non_specific,0.0947890700913638,0.09,False,False,Not significant,True
Ttll3,64.00425,64.5676934105813,92.84533333333331,84.71271595489483,1.1138125982128866,False,False,non_specific,0.1612135215483484,0.16,False,False,Not significant,True
Taf2,178.0,71.26710321038733,273.06666666666666,43.438001811010295,0.6145672836911625,False,False,non_specific,0.1345123470707414,0.13,False,False,Not significant,True
Mtcl1,66.33333333333334,36.84422033279253,115.90288888888888,48.00732574127425,0.5900093759009105,False,False,non_specific,0.2432392572621902,0.24,False,False,Not significant,True
2210408I21Rik,42.0215,13.38008114746964,58.1985,8.85439228020078,0.4748437924461408,False,False,non_specific,0.1455798191477584,0.15,False,False,Not significant,True
Gm50478,13.681333333333331,10.50469634655535,30.290000000000003,20.06473772567187,1.0917186613761498,False,False,non_specific,0.2930619204696598,0.29,False,False,Not significant,True
Mob3c,12.499999999999998,4.650498741506915,22.166666666666668,8.722918667701858,0.7888812390875394,False,False,non_specific,0.0983287515096985,0.1,False,False,Not significant,True
Adat3,8.666666666666668,5.497772828698833,13.0,1.8027756377319943,0.7664148806413348,False,False,non_specific,0.0842918124825956,0.08,False,False,Not significant,True
Dpp9,440.425,186.66928975865315,615.259,23.91704772751017,0.4813684725000662,False,False,non_specific,0.2449703314563217,0.24,False,False,Not significant,True
Susd6,19.182166666666667,20.098037810535605,30.030666666666665,12.761504889681811,0.8282295898290585,False,False,non_specific,0.2581114648303569,0.26,False,False,Not significant,True
Dnah9,308.5665,44.658518130214205,396.9798333333333,22.71819893600384,0.2770226181860118,False,False,non_specific,0.0297245693529709,0.03,False,True,Not significant,True
Gsdmc4,0.6666666666666666,1.1547005383792517,4.503333333333333,5.225900241425713,1.723340120251171,False,False,non_specific,0.3306006743256701,0.33,False,False,Not significant,True
Gbp5,19.666666666666668,20.07071359543126,16.11111111111111,8.19098950112307,1.3502847068647288,False,False,non_specific,0.2276888773048119,0.23,False,False,Not significant,True
Brca2,30.666666666666668,14.364307617610162,43.66666666666666,14.46835627614047,0.4962335821268245,False,False,non_specific,0.3313813202701878,0.33,False,False,Not significant,True
Hif1an,27.0,19.519221295943137,40.336000000000006,2.077182707418872,0.5619719617051693,False,False,non_specific,0.3580996827731283,0.36,False,False,Not significant,True
Phka1,49.5,16.822603841260722,125.688,98.00409154297144,0.5960541538348155,False,False,non_specific,0.1019506242683714,0.1,False,False,Not significant,True
Bend7,10.222222222222223,8.439955533577708,13.0,5.58996591763007,1.0704698813043398,False,False,non_specific,0.241838509569744,0.24,False,False,Not significant,True
4930512M02Rik,25.33333333333333,13.012814197295423,48.66666666666666,14.0118997046558,0.9153877722850589,False,False,non_specific,0.1024680118140625,0.1,False,False,Not significant,True
Mroh1,304.61116666666663,102.07459642531305,386.9408333333333,17.638440813556436,0.3456966422576374,False,False,non_specific,0.2936559584209244,0.29,False,False,Not significant,True
Ldb1,207.6785833333333,84.97001924669085,252.31808333333333,74.27969995103348,0.9298717383959496,False,False,non_specific,0.1875566628452816,0.19,False,False,Not significant,True
Mfsd4b5,1.3926666666666667,1.6249804101383294,5.357666666666667,4.565385452876168,1.4098779553274956,False,False,non_specific,0.2682957242334282,0.27,False,False,Not significant,True
Senp2,122.45816666666668,43.016001088824126,195.1175,40.61609386005156,0.6254742190417782,False,False,non_specific,0.1022660509486881,0.1,False,False,Not significant,True
Nudcd1,36.16666666666666,30.09489830227241,39.83933333333333,18.3788413859534,0.9331013708579032,False,False,non_specific,0.1039495607546014,0.1,False,False,Not significant,True
Tmie,13.0,5.5677643628300215,23.014,5.564044212620888,0.7784489054076205,False,False,non_specific,0.0922896551186968,0.09,False,False,Not significant,True
Zik1,1.3333333333333333,1.5275252316519468,3.6666666666666665,2.081665999466133,1.0,False,False,non_specific,0.1988753544070333,0.2,False,False,Not significant,True
Clta,331.9355333333333,73.29538806133688,385.7579333333333,112.9696094098332,1.0642320023988936,False,False,non_specific,0.1896444878536207,0.19,False,False,Not significant,True
Jun,829.4286666666667,479.3665819154828,1553.9533333333331,373.9991665316024,0.9049431314236402,False,False,non_specific,0.1120853905588216,0.11,False,False,Not significant,True
Flt1,118.86566666666666,77.0840854683636,125.69916666666668,62.33178092514616,0.7025082338985317,False,False,non_specific,0.0745629656110681,0.07,False,False,Not significant,True
Med18,8.166666666666668,1.6351246030578848,10.666666666666668,3.2587895986477697,1.1256077172257235,False,False,non_specific,0.1192541390231825,0.12,False,False,Not significant,True
Araf,157.96316666666667,65.78353407642211,196.72583333333333,13.137541630063131,0.3657475188976558,False,False,non_specific,0.39173264458615,0.39,False,False,Not significant,True
Polr3a,126.68733333333334,49.10233188284781,186.7693333333333,12.171919377539988,0.5563460440494247,False,False,non_specific,0.1618677659576853,0.16,False,False,Not significant,True
Nsun4,100.33333333333331,43.66157731156002,144.667,1.527634445801744,0.5235652574148854,False,False,non_specific,0.2205802834885053,0.22,False,False,Not significant,True
Cdnf,1.3333333333333333,2.309401076758504,5.666666666666667,4.725815626252609,1.5145731728297585,False,False,non_specific,0.2517206087148183,0.25,False,False,Not significant,True
Cd209c,5.833333333333333,3.548251637563784,9.333333333333332,0.7900706581931488,0.6196085093176713,False,False,non_specific,0.209223305670251,0.21,False,False,Not significant,True
Zfp277,174.3296666666667,50.36598456294403,222.28483333333327,30.105409626197208,0.4383467991639489,False,False,non_specific,0.0758128019358663,0.08,False,False,Not significant,True
Usp53,22.88888888888889,11.45079730831103,32.779222222222224,1.3859277162000216,0.5407761970606821,False,False,non_specific,0.2382233058086665,0.24,False,False,Not significant,True
Ggn,5.888888888888888,8.388767565481622,5.888888888888888,2.3519867386471827,1.0111191519758898,False,False,non_specific,0.2162622704528053,0.22,False,False,Not significant,True
Zfp94,8.166666666666668,11.408516137272883,10.5,4.358898943540674,1.459431618637297,False,False,non_specific,0.1868894117508803,0.19,False,False,Not significant,True
Haghl,59.58325,61.67147798315206,64.796,36.78348398650463,-1.8211379441959548,False,False,non_specific,0.0958984733349455,0.1,False,False,Not significant,True
Ap3d1,335.3715,155.2750428735521,395.78333333333336,23.639656802354107,0.7336112914986482,False,False,non_specific,0.098826396700241,0.1,False,False,Not significant,True
Zfp143,25.77777777777777,39.94618633292996,32.00344444444444,26.735736391058836,2.0991739073500773,False,False,non_specific,0.0879590166963703,0.09,False,False,Not significant,True
Madd,42.33827777777778,27.73249374918554,46.94461111111111,38.97665582394836,1.0104008465333476,False,False,non_specific,0.1962518691322266,0.2,False,False,Not significant,True
Zfp383,44.0,11.0,65.33333333333333,2.516611478423584,0.5598090234928177,False,False,non_specific,0.0716724374892912,0.07,False,False,Not significant,True
Cep72,3.4444444444444446,3.305025226161139,5.111111111111112,2.894458434042742,1.6658603647050745,False,False,non_specific,0.0740638559008106,0.07,False,False,Not significant,True
Svip,6.666666666666667,7.234178138070234,13.333333333333334,3.7859388972001824,0.9027027986450852,False,False,non_specific,0.2516725794606315,0.25,False,False,Not significant,True
Slc30a4,7.166666666666667,11.985051076424332,10.166666666666666,4.6951281534775005,1.2190102236732163,False,False,non_specific,0.26290911769518,0.26,False,False,Not significant,True
Slc8a2,8.499999999999998,9.525544364080412,4.333333333333334,5.550863886698744,-1.7853878020023932,False,False,non_specific,0.2933952684082206,0.29,False,False,Not significant,True
Lcmt2,55.66666666666667,23.24782855201658,47.33666666666666,20.87531502691052,-1.594102336660466,False,False,non_specific,0.3168586250342673,0.32,False,False,Not significant,True
Zmat1,15.666666666666668,13.28177200630394,22.833333333333336,21.591033906921226,1.395242935161953,False,False,non_specific,0.4260001804832526,0.43,False,False,Not significant,True
Ptprn,42.0,13.45362404707371,59.76133333333333,30.724369567711776,0.4988168685552515,False,False,non_specific,0.432453486986858,0.43,False,False,Not significant,True
Eppin,0.6666666666666666,1.1547005383792517,3.0,3.0,1.263034405833794,False,False,non_specific,0.3104550945085966,0.31,False,False,Not significant,True
Hoxb13,0.3333333333333333,0.5773502691896258,1.0,1.0,0.5849625007211562,False,False,non_specific,0.3868087539180065,0.39,False,False,Not significant,True
Npm3,234.94766666666663,47.70284285378948,285.2426666666667,109.4154989493414,0.2787718284156574,False,False,non_specific,0.5229903203216338,0.52,False,False,Not significant,True
Efcab7,21.000333333333334,8.80353340059474,19.00011111111111,7.322017428619365,1.6017667723594935,False,False,non_specific,0.3769076628227537,0.38,False,False,Not significant,True
Hrob,2.3346666666666667,2.9453761168266395,4.666666666666666,5.52072594216369,1.584962500721156,False,False,non_specific,0.3194801021066235,0.32,False,False,Not significant,True
9430015G10Rik,2.0,2.413006277591044,5.0,4.084994441492895,1.4528213205164708,False,False,non_specific,0.2978073476054638,0.3,False,False,Not significant,True
Kcnh4,0.3333333333333333,0.5773502691896258,1.0,1.0,0.5849625007211562,False,False,non_specific,0.3868087539180065,0.39,False,False,Not significant,True
1700014D04Rik,0.3333333333333333,0.5773502691896258,1.0,1.0,0.5849625007211562,False,False,non_specific,0.3868087539180065,0.39,False,False,Not significant,True
Nrde2,124.201,31.96294963901534,141.72266666666667,27.27649736679507,1.0388098404495691,False,False,non_specific,0.3613023782351149,0.36,False,False,Not significant,True
Fes,83.39993333333334,34.36700815159553,111.12086666666669,33.714112828793944,0.3753884006525319,False,False,non_specific,0.384170195551346,0.38,False,False,Not significant,True
Rpl29,653.6935000000001,181.2110979510976,869.0771666666667,454.0133544848288,4.878708995420578,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Frmd4a,18.33333333333333,12.12371839250813,25.691888888888894,14.535641945459185,0.6348517582395122,False,False,non_specific,0.3853464120879687,0.39,False,False,Not significant,True
Adh6b,1.4999999999999998,2.598076211353316,1.5,1.3228756555322954,1.263034405833794,False,False,non_specific,0.2641843507420003,0.26,False,False,Not significant,True
Sbk1,4.111111111111111,3.4838991277107887,5.888888888888888,6.735753140545634,-1.0972174850244214,False,False,non_specific,0.2657234869029402,0.27,False,False,Not significant,True
Slx4ip,2.833333333333333,4.485836081211929,4.166666666666667,4.498426136277957,1.353636954614701,False,False,non_specific,0.3292752670337036,0.33,False,False,Not significant,True
Trim44,23.66616666666667,4.029489058711751,33.666666666666664,13.13709759929237,0.5529408105059065,False,False,non_specific,0.2863557435446196,0.29,False,False,Not significant,True
Slc15a2,117.9935,63.87604694590673,100.89841666666666,63.91339721871008,1.8621726753193173,False,False,non_specific,0.3011559407073275,0.3,False,False,Not significant,True
AA467197,2.666666666666667,1.6806666336110003,5.666666666666667,5.598797747037047,1.0819376391751467,False,False,non_specific,0.3754058761824957,0.38,False,False,Not significant,True
Gm2174,0.412,0.7136049327183774,1.8636666666666668,2.25267670413074,1.0201234827869403,False,False,non_specific,0.3826002693790559,0.38,False,False,Not significant,True
Gm5431,12.029333333333332,11.84258955863809,13.643166666666666,13.439798530424884,1.8786972463375715,False,False,non_specific,0.2908462436954316,0.29,False,False,Not significant,True
Vps29,49.94972222222222,23.25141788096815,51.52044444444444,21.38124833714997,-1.818685629951557,False,False,non_specific,0.386739698090759,0.39,False,False,Not significant,True
Mthfd2,27.0,6.726812023536855,33.83333333333333,8.18984609834579,0.3030731173006529,False,False,non_specific,0.331376660236811,0.33,False,False,Not significant,True
Eif4a2,364.4809444444445,118.54799959477224,397.3622222222222,68.11165624317205,1.3648631363284474,False,False,non_specific,0.1718380246679244,0.17,False,False,Not significant,True
Dtnb,25.2415,6.821094276472417,27.222233333333328,10.274528289444364,1.50852878307221,False,False,non_specific,0.3300816744690962,0.33,False,False,Not significant,True
Gpr63,0.3333333333333333,0.5773502691896258,1.6666666666666667,1.5275252316519463,1.0000000000000002,False,False,non_specific,0.2666930286514181,0.27,False,False,Not significant,True
Map1a,82.33366666666667,62.05532403933925,72.54233333333333,48.77351641186896,2.1096823414280084,False,False,non_specific,0.3830850096211495,0.38,False,False,Not significant,True
AW146154,24.83566666666667,3.756197057308541,38.081,14.275809714338449,0.5971032715680864,False,False,non_specific,0.245484572022949,0.25,False,False,Not significant,True
Unc5a,11.666666666666666,10.059846677790071,13.666666666666668,12.05857386162994,1.97561412397606,False,False,non_specific,0.3611520269993811,0.36,False,False,Not significant,True
Trp73,17.88888888888889,12.975030330958289,27.0,11.566096476238783,1.2829909158815327,False,False,non_specific,0.2734076494314265,0.27,False,False,Not significant,True
Sit1,0.334,0.578504969728005,2.333333333333333,2.516611478423584,1.3212069276437082,False,False,non_specific,0.301042070209323,0.3,False,False,Not significant,True
Erfe,0.3333333333333333,0.5773502691896258,2.0,2.0,1.1699250014423124,False,False,non_specific,0.283236127769778,0.28,False,False,Not significant,True
Ttll10,40.16666666666666,38.239599314107714,47.709833333333336,42.14325257997599,1.1026537895991315,False,False,non_specific,0.3157806750143428,0.32,False,False,Not significant,True
Atp6v1e1,142.03066666666666,47.04978574554403,168.93141666666668,66.94084162967381,1.6096152156877974,False,False,non_specific,0.3622828347017284,0.36,False,False,Not significant,True
Atp8a1,64.797,44.70075864581171,86.23566666666667,61.72793508977743,1.6618823005324728,False,False,non_specific,0.3023779420442302,0.3,False,False,Not significant,True
Slc7a2,14.929666666666668,14.630922284726967,24.90811111111111,25.013043701230675,0.9331830172138934,False,False,non_specific,0.4120731596744082,0.41,False,False,Not significant,True
Rab4a,33.833333333333336,9.779278670254644,42.16666666666666,14.565227302913744,0.3246596266919187,False,False,non_specific,0.4305602600267698,0.43,False,False,Not significant,True
Sh2d2a,3.333333333333333,1.2308870224520805,4.666666666666667,2.362907813126304,0.5177012928439084,False,False,non_specific,0.3748123518976601,0.37,False,False,Not significant,True
Zfp930,16.55566666666667,17.348977471252446,19.444444444444446,21.31198342428929,2.1785553065857526,False,False,non_specific,0.2485587998444396,0.25,False,False,Not significant,True
Ppp1r9a,10.339416666666668,6.575347777381605,23.75,17.46939685246804,1.423612784765648,False,False,non_specific,0.2461798300501674,0.25,False,False,Not significant,True
Agfg1,43.16877777777777,23.807369024776733,52.526388888888896,19.10892734521496,0.8708869781099222,False,False,non_specific,0.2599430844134523,0.26,False,False,Not significant,True
Vps13a,48.126444444444445,28.04407149635325,64.27,16.085614578783773,0.7755522007413583,False,False,non_specific,0.2235147936802017,0.22,False,False,Not significant,True
Tcp10b,0.9166666666666666,1.0103629710818454,1.0135833333333333,1.2857135253898868,-1.8744691179161408,False,False,non_specific,0.1835034190722739,0.18,False,False,Not significant,True
Cdh17,1.6666666666666667,1.6115507901271082,1.5,1.9184631542052253,1.0000000000000002,False,False,non_specific,0.2666930286514181,0.27,False,False,Not significant,True
Irf9,76.81477777777778,47.36586937155111,93.89611111111113,28.637272790706238,0.5229390084535251,False,False,non_specific,0.32983014505497,0.33,False,False,Not significant,True
Pih1d2,103.21722222222222,23.25683032513871,95.38511111111112,11.88625038329434,0.5069177818231408,False,False,non_specific,0.2730749777446748,0.27,False,False,Not significant,True
Cep89,73.33324999999999,18.429491287167057,83.13483333333332,24.239142244116373,0.4131363565414387,False,False,non_specific,0.1645148961468206,0.16,False,False,Not significant,True
Nptn,75.39358333333332,39.16453202249403,85.618375,40.12462314082955,1.8206448689485373,False,False,non_specific,0.3149043498521357,0.31,False,False,Not significant,True
Rdx,120.57088888888887,67.14825335457817,145.27322222222222,108.83747078262368,3.2327502763779075,False,False,non_specific,0.3471328334771745,0.35,False,False,Not significant,True
Zdhhc4,236.83633333333333,63.03402926458995,296.6021666666667,62.46090751853964,0.3194780086373315,False,False,non_specific,0.3038551789142769,0.3,False,False,Not significant,True
Dph2,40.0,12.529964086141668,48.0,7.211102550927978,0.2571578394971244,False,False,non_specific,0.4046213014032755,0.4,False,False,Not significant,True
Bcl7c,139.0031111111111,30.78550087849576,168.44688888888888,55.42372966753113,0.4375828638478448,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Slc9a5,47.66666666666666,23.79775899813537,88.66666666666667,32.516662395352526,0.8816378036766072,False,False,non_specific,0.1593142776954044,0.16,False,False,Not significant,True
Gm1123,0.3333333333333333,0.5773502691896258,1.6666666666666667,1.5275252316519468,1.0000000000000002,False,False,non_specific,0.2666930286514181,0.27,False,False,Not significant,True
Parp11,6.597,5.00360115019201,7.753583333333333,5.430762205233743,0.6440100690390048,False,False,non_specific,0.1842451602186667,0.18,False,False,Not significant,True
Pfdn5,594.4922499999999,114.50715995673085,652.6449166666666,203.12458890259697,1.1523882743419822,False,False,non_specific,0.30878171407396,0.31,False,False,Not significant,True
Apobec3,40.00614814814815,33.119525508532014,53.72333333333333,20.047002402003937,0.9441993211268632,False,False,non_specific,0.1513869062406135,0.15,False,False,Not significant,True
Slc11a1,23.99983333333333,24.99132428410592,27.998999999999995,21.625345286867468,2.295582491303493,False,False,non_specific,0.2597466870287039,0.26,False,False,Not significant,True
Spib,2.833333333333333,4.90747728811182,1.8333333333333333,1.6072751268321592,1.4854268271702418,False,False,non_specific,0.2425752408337019,0.24,False,False,Not significant,True
Bcl2l12,46.83341666666667,10.721165222393031,53.742833333333344,13.467570641530353,0.787711057747605,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Asb15,0.3333333333333333,0.5773502691896258,1.3333333333333333,1.1547005383792517,0.807354922057604,False,False,non_specific,0.273892756441101,0.27,False,False,Not significant,True
Prrg3,6.499999999999999,3.5346468870149867,13.166666666666664,9.699656351300977,1.0252737215611545,False,False,non_specific,0.3405819453771395,0.34,False,False,Not significant,True
Zbtb39,14.666666666666666,9.451631252505218,33.333333333333336,18.87679351302369,1.1319116755055814,False,False,non_specific,0.2248532944142137,0.22,False,False,Not significant,True
Scnn1a,307.372,81.87512311003927,519.4755833333334,342.0537664640903,0.8273872613645342,False,False,non_specific,0.181776557629981,0.18,False,False,Not significant,True
Prss55,0.3333333333333333,0.5773502691896258,1.3333333333333333,1.1547005383792517,0.807354922057604,False,False,non_specific,0.273892756441101,0.27,False,False,Not significant,True
Zfp597,9.0,1.0,16.0,9.643650760992957,0.765534746362977,False,False,non_specific,0.3353075485336248,0.34,False,False,Not significant,True
Lrrc8a,150.69266666666667,82.99226085204171,277.00333333333333,114.31885248432708,0.8739508388030822,False,False,non_specific,0.2030706075248712,0.2,False,False,Not significant,True
Nmb,11.0,3.487567630136585,21.334,18.340805516926984,1.1655953285001746,False,False,non_specific,0.3661644915692905,0.37,False,False,Not significant,True
Gm2026,79.63266666666668,23.2833584848349,105.15166666666666,13.61776106169194,0.3966906823763551,False,False,non_specific,0.1934498851358839,0.19,False,False,Not significant,True
Aspm,23.33333333333333,17.63191054519649,40.5,23.56804354273125,0.9237578932555058,False,False,non_specific,0.3455744830660078,0.35,False,False,Not significant,True
Zkscan8,3.833333333333333,2.5812255465813747,5.5,5.213846284755748,1.2810764664033438,False,False,non_specific,0.3234453655719537,0.32,False,False,Not significant,True
Galr2,0.3333333333333333,0.5773502691896258,2.0,2.0,1.1699250014423124,False,False,non_specific,0.283236127769778,0.28,False,False,Not significant,True
Hs6st3,0.3333333333333333,0.5773502691896258,1.3333333333333333,1.1547005383792517,0.807354922057604,False,False,non_specific,0.273892756441101,0.27,False,False,Not significant,True
Plekhf1,53.333333333333336,16.041612554021285,97.032,64.55416456743903,0.8514151978053206,False,False,non_specific,0.361939872981725,0.36,False,False,Not significant,True
Ppih,44.55277777777778,11.833014425175575,45.99988888888888,16.651106015121815,0.6225674544169704,False,False,non_specific,0.1993196748433532,0.2,False,False,Not significant,True
Mef2d,47.84033333333333,29.288068974669024,77.53591666666667,84.89457049028707,4.195686741744545,False,False,non_specific,0.3824667563397348,0.38,False,False,Not significant,True
Bcl11a,4.33325,6.150513334105642,5.166666666666667,6.977879519478758,2.445822613660241,False,False,non_specific,0.3507424335384723,0.35,False,False,Not significant,True
Rab34,48.94925,21.943717383886906,44.58508333333333,14.480778336953078,0.3328436644354856,False,False,non_specific,0.398617881915868,0.4,False,False,Not significant,True
Dapk3,71.91666666666666,31.452952116377872,84.05616666666666,39.44380203816485,1.9575942342869328,False,False,non_specific,0.2820912901231601,0.28,False,False,Not significant,True
Nip7,36.996,11.69926648324148,53.1935,28.40617368576197,0.4657488903438249,False,False,non_specific,0.3866029975745168,0.39,False,False,Not significant,True
Ptges3,313.13733333333334,89.5992589898644,369.7025,56.01943666481647,1.416813734253134,False,False,non_specific,0.245689131096229,0.25,False,False,Not significant,True
Trmt2a,60.01233333333334,42.57884450824485,79.31727777777778,80.37368508598605,2.6189034584668245,False,False,non_specific,0.2703535084423054,0.27,False,False,Not significant,True
Zfp931,4.9433333333333325,4.874162123033517,4.910444444444445,3.15381117937412,1.847371313812364,False,False,non_specific,0.2695005578997055,0.27,False,False,Not significant,True
Tpm3,175.25255555555557,49.27512168698794,248.4552777777778,119.71261394956588,3.752141989721408,False,False,non_specific,0.1837184306915412,0.18,False,False,Not significant,True
Hdac7,89.95829166666667,79.18369880489354,111.54270833333334,106.29389685966385,-6.82670524739812,True,False,non_specific,0.284219872275847,0.28,False,False,Not significant,True
Elovl5,181.83333333333331,120.51921978955632,197.43833333333333,95.4699420964056,1.6737756045879877,False,False,non_specific,0.2375722603104384,0.24,False,False,Not significant,True
Mat2b,146.83866666666663,56.68970988206363,165.6828888888889,59.053460591900425,1.4683244427405082,False,False,non_specific,0.2824049384977747,0.28,False,False,Not significant,True
Timm23,243.73666666666665,113.11037019050578,283.95816666666667,183.63565156992047,0.9894512324395136,False,False,non_specific,0.1453905758188,0.15,False,False,Not significant,True
Gramd1c,12.666666666666666,8.591463783505716,17.666666666666668,6.599967526489742,1.4917949170506617,False,False,non_specific,0.1549478578346344,0.15,False,False,Not significant,True
Mymk,0.0,0.0,5.0,7.81152840725986,3.36923380966572,True,False,non_specific,0.3800695801219332,0.38,False,False,Not significant,True
Evpl,271.0063333333333,89.37757597033685,900.3389999999999,926.2973014043604,1.7284295727074257,False,False,non_specific,0.3602480791647395,0.36,False,False,Not significant,True
Rasip1,1701.669,558.2878475311818,2757.941666666667,819.7463456913567,0.6963169521874653,False,False,non_specific,0.1483847268814324,0.15,False,False,Not significant,True
Rad18,2.5,2.399214054664026,3.083333333333333,2.884137819626048,1.4203232308495986,False,False,non_specific,0.2620708929554295,0.26,False,False,Not significant,True
Zfyve19,174.12233333333333,61.079054481330445,230.1123333333333,44.626055800768825,0.4002311691724821,False,False,non_specific,0.2749842503098401,0.27,False,False,Not significant,True
Ung,3.333333333333333,2.2645600749056003,5.222222222222222,5.342588799745806,1.9434994781663149,False,False,non_specific,0.2572326804126137,0.26,False,False,Not significant,True
Gtf2ird1,32.243875,20.80046549118864,40.21416666666667,20.1051555856289,3.8423419617189247,True,False,non_specific,0.3652500464433819,0.37,False,False,Not significant,True
Zfp574,327.2663333333333,94.72519729371552,415.74233333333336,34.22977657439986,0.3442888625488715,False,False,non_specific,0.2422874384967974,0.24,False,False,Not significant,True
Dcaf4,39.77777777777777,19.239147235212616,51.0251111111111,53.443727554235046,-0.9485118305084188,False,False,non_specific,0.2636942482697015,0.26,False,False,Not significant,True
Rbfox1,0.4,0.692820323027551,3.2,5.033250187154966,3.915871413623773,True,False,non_specific,0.3803603645553243,0.38,False,False,Not significant,True
Snx14,66.00446666666667,44.13647255735664,69.9482,33.42639426983109,1.5102032398583791,False,False,non_specific,0.1480826992020138,0.15,False,False,Not significant,True
Polr3d,85.33333333333333,30.550504633038933,112.705,22.46053786087947,0.3973060986982519,False,False,non_specific,0.284920527033828,0.28,False,False,Not significant,True
Snai3,0.3333333333333333,0.5773502691896258,8.666666666666666,12.423096769056148,2.8579809951275723,False,False,non_specific,0.3651748067818887,0.37,False,False,Not significant,True
Mcu,27.166666666666664,13.82558746798815,40.33416666666667,18.725045777603,0.96016576213799,False,False,non_specific,0.2415749067300629,0.24,False,False,Not significant,True
Slc4a8,23.0,8.359683630146343,36.555,42.058730817458645,5.474262970038383,True,False,non_specific,0.3703795855315827,0.37,False,False,Not significant,True
Ly6g5b,1.3333333333333333,1.4433756729740643,3.333333333333333,4.205351338185475,1.4854268271702418,False,False,non_specific,0.2425752408337019,0.24,False,False,Not significant,True
Grb10,14.222222222222223,13.668932419157032,23.22233333333333,16.304283404095873,2.431739948311898,False,False,non_specific,0.2321619245757238,0.23,False,False,Not significant,True
Prkag3,3.5,4.483864597618949,32.340666666666664,52.49345105591469,2.0995356735509145,False,False,non_specific,0.2569107778762354,0.26,False,False,Not significant,True
Ankrd13b,15.850166666666668,12.673452246723162,19.416666666666664,14.585657607270663,1.3983378886984683,True,False,non_specific,0.3037438940352611,0.3,False,False,Not significant,True
Babam2,88.50586666666666,36.7527260441792,95.95353333333334,34.31987596834087,1.9196578916823963,False,False,non_specific,0.1850340440620316,0.19,False,False,Not significant,True
Ssbp4,112.5352,30.421559628913474,112.53433333333336,16.612784534721634,1.3203437374840958,False,False,non_specific,0.229447353815738,0.23,False,False,Not significant,True
Ubr5,421.9114444444445,166.10675305489107,521.6864444444444,466.9341014566015,4.194080670390873,False,False,non_specific,0.3555649427609455,0.36,False,False,Not significant,True
Ccr1,33.0,8.0,61.66666666666666,35.64173583501978,0.8821635097061417,False,False,non_specific,0.2965524445835625,0.3,False,False,Not significant,True
Rab20,60.66666666666666,19.55334583474995,81.33166666666666,11.409359505832628,0.4169565664197165,False,False,non_specific,0.2058228710815761,0.21,False,False,Not significant,True
