gene_symb,GF_mean,GF_std,SCFA_mean,SCFA_std,log2FC,is_GF_all_zero,is_SCFA_all_zero,gene_type,pvalue,padj,reject_null,significant,regulation,is_specific
Traip,13.0,7.0,21.33333333333333,15.307950004273378,0.673771767679012,False,False,non_specific,0.4582558055375034,0.46,False,False,Not significant,True
Sae1,176.98100000000002,60.23033015156614,207.561,55.46004735843632,-1.3785116232537296,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Zc3h13,125.009,57.92225806398325,150.33333333333334,27.533894525817413,0.2152768841297384,False,False,non_specific,0.5322135498227007,0.53,False,False,Not significant,True
Tspan9,33.22222222222222,22.413338768973816,44.45522222222221,9.3794339815711,0.416425889629361,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Ncbp2,67.425,27.986907376449,82.522,21.92460297960205,0.2897788864220739,False,False,non_specific,0.4988220396100434,0.5,False,False,Not significant,True
Nup35,74.66666666666667,36.85557397915997,96.441,26.23058220855953,0.3648710474694629,False,False,non_specific,0.4560087852667009,0.46,False,False,Not significant,True
Ythdf2,74.33333333333333,25.63625883125732,87.35477777777778,18.51142398915061,-0.591360271919307,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Arl8b,72.33333333333333,31.895663237081827,88.02866666666667,16.55138862250939,0.2798008316318442,False,False,non_specific,0.5042528459908141,0.5,False,False,Not significant,True
Tomm40,198.515,86.80993995505354,240.88050000000004,84.26734116578379,0.3617683594191533,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Slc2a9,2.466666666666667,3.508845308028048,2.7999333333333336,3.783362637063702,0.924499565959254,False,False,non_specific,0.41148518645982,0.41,False,False,Not significant,True
Rpl14,2375.4545,479.6437699173245,3125.773333333333,1800.2609577280823,0.3961131577309633,False,False,non_specific,0.5495341578966615,0.55,False,False,Not significant,True
Ralbp1,133.0969166666667,42.1999248069565,142.68458333333334,28.58889447368832,-1.6519892578669242,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Braf,15.500166666666669,10.198533094733174,18.166666666666664,8.207715833774618,0.5480211854969844,False,False,non_specific,0.4171652831976649,0.42,False,False,Not significant,True
Otub1,235.23,127.24700327922392,297.66316666666665,161.07976802761638,0.5374922921446706,False,False,non_specific,0.39691402722366,0.4,False,False,Not significant,True
Dclre1c,10.22222222222222,2.7507719497298564,12.111111111111107,6.282871825805862,0.3159440052038113,False,False,non_specific,0.3863760861883423,0.39,False,False,Not significant,True
Tbrg4,261.7443333333334,128.80742441852232,355.87699999999995,173.92329961221412,0.4417672760173061,False,False,non_specific,0.4964859455190199,0.5,False,False,Not significant,True
Usf1,100.0,38.51966472483869,118.09322222222222,11.413923261558956,1.751178038978311,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Heatr6,94.75066666666667,53.6773555732148,122.33333333333331,10.96965511460289,0.3652083330310797,False,False,non_specific,0.4689848565504891,0.47,False,False,Not significant,True
Unc45b,525.8713333333334,211.84935859552027,778.5596666666667,523.608214683778,0.5652087635791126,False,False,non_specific,0.5018919565709806,0.5,False,False,Not significant,True
Brd7,1077.3746666666666,381.3882393642119,1278.9663333333333,134.59016589013223,0.2472473538107022,False,False,non_specific,0.4630367881908342,0.46,False,False,Not significant,True
Colgalt1,355.34933333333333,171.7222526475044,455.6996666666666,132.95577649103228,0.3579535113888479,False,False,non_specific,0.4709819397096814,0.47,False,False,Not significant,True
Zfp296,37.0,18.7349939951952,59.33533333333333,44.88477854833789,0.6670036962708177,False,False,non_specific,0.490850419545076,0.49,False,False,Not significant,True
Glce,14.000166666666669,7.810377717071904,18.500166666666665,2.412341832767206,0.6362959289566513,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Slc6a7,1.6666666666666667,1.5275252316519468,4.0,3.4641016151377544,0.9068905956085184,False,False,non_specific,0.3704022916116396,0.37,False,False,Not significant,True
Fbxo32,30.0,23.89560629069704,72.0,77.96794213008319,1.235628248493142,False,False,non_specific,0.4534663009829859,0.45,False,False,Not significant,True
Cers1,2.0,1.7320508075688772,6.0,7.0,1.222392421336448,False,False,non_specific,0.4284449744201143,0.43,False,False,Not significant,True
Aldoa,2478.012833333333,1952.3363756599024,6756.112583333333,9216.55061788441,6.380632803951729,False,False,non_specific,0.4271069913148422,0.43,False,False,Not significant,True
Ankrd9,44.5,41.24652459449407,82.53900000000002,90.98877784042486,0.9434318094223668,False,False,non_specific,0.3756825285683031,0.38,False,False,Not significant,True
Smyd2,191.0,73.32803011127464,318.0933333333333,233.2405198873757,0.7328721564379184,False,False,non_specific,0.4492419329132616,0.45,False,False,Not significant,True
Fam83g,18.001666666666665,7.211796470598247,50.67066666666667,58.07864823954956,1.4432195326590735,False,False,non_specific,0.432999416214993,0.43,False,False,Not significant,True
Scg2,7.0,8.637345077456596,12.507666666666667,15.23042761543557,1.7517556520313635,False,False,non_specific,0.3837883874104977,0.38,False,False,Not significant,True
Ldha,1022.4485833333334,460.42491511419263,1489.3455,1099.478653869579,1.0505199406577517,False,False,non_specific,0.4100557492790374,0.41,False,False,Not significant,True
Crabp2,2.0,2.6457513110645907,36.33566666666667,56.007017563278026,3.637520086237701,False,False,non_specific,0.3995757412680666,0.4,False,False,Not significant,True
Fam25c,1.6666666666666667,1.5275252316519468,398.4216666666667,685.7580830061964,7.226731284531472,False,False,non_specific,0.4218414281622805,0.42,False,False,Not significant,True
Mafa,0.3333333333333333,0.5773502691896258,14.027666666666669,22.56458057073814,3.494511616189768,False,False,non_specific,0.4034540933032947,0.4,False,False,Not significant,True
Rfxap,73.66666666666667,12.741009902410928,81.67633333333333,24.720381880815133,0.1470100807090852,False,False,non_specific,0.6522516941399037,0.65,False,False,Not significant,True
Pkhd1,5.666666666666667,6.350852961085883,8.0,4.358898943540674,0.432959407276106,False,False,non_specific,0.6309101796013199,0.63,False,False,Not significant,True
Gprin3,5.333333333333333,2.516611478423583,6.666666666666667,4.163331998932266,0.2756344426134276,False,False,non_specific,0.6647492164302391,0.66,False,False,Not significant,True
Usp18,294.3333333333333,48.003472096644565,322.483,22.08531711341272,0.131345698207683,False,False,non_specific,1.0,1.0,False,False,Not significant,True
Zcchc24,45.88066666666666,22.268122514781822,53.66666666666666,21.594752448994026,0.2216683232541979,False,False,non_specific,0.6861889971720029,0.69,False,False,Not significant,True
Klra17,3.333333333333333,3.2145502536643185,5.666666666666667,4.509249752822894,0.6214883767462701,False,False,non_specific,0.5099638894674944,0.51,False,False,Not significant,True
Pycr2,237.72933333333333,40.48298567711296,274.803,92.28917806005208,0.2082623043656327,False,False,non_specific,0.5731903294876255,0.57,False,False,Not significant,True
Rrm1,259.3396666666667,60.58145001841185,312.288,132.15033188380573,0.2670943658278782,False,False,non_specific,0.575771150778749,0.58,False,False,Not significant,True
Nsl1,1.8333333333333333,2.3703411340609457,3.0,2.179449471770337,-0.4150374992788438,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Fhit,9.999999999999998,5.808593486617322,13.0,6.753794140594612,0.4686247035409431,False,False,non_specific,0.4431781182941673,0.44,False,False,Not significant,True
Ccdc166,10.857333333333331,4.887339424170897,14.335833333333332,7.130497931050686,0.3595198532032254,False,False,non_specific,0.5105164453006223,0.51,False,False,Not significant,True
Ubn2,12.888888888888893,3.504600522032554,16.25688888888889,7.946419105424954,0.3426147918714349,False,False,non_specific,0.4558924204777583,0.46,False,False,Not significant,True
Klhl35,0.8333333333333333,1.0773502691896255,1.1666666666666667,1.1204128916370313,0.4293927922559138,False,False,non_specific,0.4717901252005819,0.47,False,False,Not significant,True
Upf3a,491.84066666666666,61.83200182214168,556.059,125.7934631211018,0.1767088316728995,False,False,non_specific,0.4870075342084998,0.49,False,False,Not significant,True
Rbm34,59.71966666666667,17.74927317333082,77.34883333333333,38.07808781354538,0.3611189557498236,False,False,non_specific,0.4335360009713804,0.43,False,False,Not significant,True
Aoc1,146.66666666666666,69.61561127601577,187.533,97.15115165040504,0.352472870630957,False,False,non_specific,0.588639315203559,0.59,False,False,Not significant,True
Hsd11b2,18.0,4.58257569495584,22.0,2.6457513110645907,0.2756344426134273,False,False,non_specific,0.2765104152003279,0.28,False,False,Not significant,True
Tnfrsf18,10.444444444444445,3.372640794955658,12.666666666666666,7.070672717783158,0.6592350156977246,False,False,non_specific,0.4170593394815312,0.42,False,False,Not significant,True
Cnot6,66.50033333333333,67.77481922058082,79.519,40.44321308081686,0.5907986965933434,False,False,non_specific,0.4229785840312853,0.42,False,False,Not significant,True
Ighv1-75,20.07333333333333,33.051113949961405,0.6666666666666666,0.5773502691896258,-3.660381035242412,False,False,non_specific,0.4161607984948544,0.42,False,False,Not significant,True
Catsperd,7.5,4.452146156248121,5.500000000000001,1.2396287782140911,-0.3111410789988288,False,False,non_specific,0.4581298313168443,0.46,False,False,Not significant,True
Capsl,160.17783333333335,9.973864736606073,156.50000000000003,22.377420912827464,0.4296422591406414,False,False,non_specific,0.7935480320710306,0.79,False,False,Not significant,True
Gm20594,603.0,261.7078523850593,405.3333333333333,184.0905574257771,-0.5718848294260231,False,False,non_specific,0.3512204054601137,0.35,False,False,Not significant,True
Sting1,33.733266666666665,18.25125048734706,30.067066666666665,7.659674471491803,0.4888577325705152,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Cuedc2,180.23491666666663,79.62628101924832,183.6015833333333,62.54774244102464,2.399991350664181,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Gm973,96.18408333333332,20.0366980215227,95.59708333333332,24.81988437490485,0.1268623405474264,False,False,non_specific,0.5613073891443625,0.56,False,False,Not significant,True
Cgref1,43.66666666666666,15.56705923844749,37.0,24.2693221990232,-0.2331991762930307,False,False,non_specific,0.7126130427563064,0.71,False,False,Not significant,True
Engase,40.22222222222222,19.17446525438001,40.77777777777778,13.765954675612504,0.4150374992788437,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Nf2,36.83338888888889,28.86607629542157,39.72055555555556,25.688733443507697,-0.5489790860825761,False,False,non_specific,0.3933100867586417,0.39,False,False,Not significant,True
Ptch2,42.0,19.28730152198591,28.0,13.527749258468685,-0.5682837595745258,False,False,non_specific,0.36771653674936,0.37,False,False,Not significant,True
Ccdc126,15.333333333333334,8.144527815247079,11.666666666666666,0.5773502691896257,-0.3667823306716229,False,False,non_specific,0.5173785602978164,0.52,False,False,Not significant,True
Cd63,3676.076333333333,580.6524102648099,3591.208666666667,722.4825262532881,-0.033687969347244,False,False,non_specific,0.8820152278105976,0.88,False,False,Not significant,True
Plpp6,38.333333333333336,22.12088003071608,27.33333333333333,8.504900548115383,-0.4732521132241395,False,False,non_specific,0.4888768680340424,0.49,False,False,Not significant,True
Nabp1,16.666666666666664,12.849145653668264,16.333333333333332,10.447238161190738,-1.0717527306465406,False,False,non_specific,0.4447814915740679,0.44,False,False,Not significant,True
Mcm8,14.5,7.399324293474371,17.166666666666668,22.56292232857877,-0.6844981742720706,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Lrat,16.333333333333332,14.84362938547488,8.666666666666666,6.658328118479393,-0.84245872301352,False,False,non_specific,0.4785660711490622,0.48,False,False,Not significant,True
Ear2,268.38866666666667,164.87842042345426,175.99300000000002,117.57465176218896,-0.605996853637899,False,False,non_specific,0.4779511236603067,0.48,False,False,Not significant,True
Nr4a1,1273.0193333333334,947.3357967966444,868.334,549.6923539544642,-0.5514046955507959,False,False,non_specific,0.5649640368958387,0.56,False,False,Not significant,True
Nrp2,10.333333333333334,12.567131765154778,6.6,5.99821465590225,1.4267120326597618,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Azgp1,45.3585,8.629082613464771,35.5,7.942650136731502,-0.3558869121468112,False,False,non_specific,0.2076649933077173,0.21,False,False,Not significant,True
Armcx4,570.3333333333334,364.7771008894793,391.0803333333333,93.02229324916333,-0.5431834252256486,False,False,non_specific,0.4874908878150561,0.49,False,False,Not significant,True
Hbb-bt,3442.5713333333333,2961.9722337355447,2005.859,836.4518512986865,-0.7789663047805536,False,False,non_specific,0.4934312406139149,0.49,False,False,Not significant,True
Zfp142,62.781000000000006,45.63871758605594,77.78855555555556,49.46000735161633,5.43419452001193,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Pitpnc1,53.41483333333333,20.76600895293528,52.83333333333333,18.18278160790972,-0.4294689666710287,False,False,non_specific,0.4506227756909276,0.45,False,False,Not significant,True
Hba-a2,9867.014,8464.796203006132,6330.9310000000005,2188.6886985779865,-0.6401142281303592,False,False,non_specific,0.5485893758077929,0.55,False,False,Not significant,True
Fam45a,24.58325,15.860226179598852,24.11008333333333,5.463379075589876,-0.4505752072684481,False,False,non_specific,0.3674244815661162,0.37,False,False,Not significant,True
Kcnk2,55.674083333333336,28.51973927055885,58.32608333333333,18.88712003171538,-2.6842951140135924,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Foxc2,11.0,12.767145334803704,5.0,2.0,-1.0,False,False,non_specific,0.5022520273576302,0.5,False,False,Not significant,True
Cd8a,5.5,5.700662529507853,3.666666666666666,3.983621637154215,-0.9056842934480372,False,False,non_specific,0.4450343031152002,0.45,False,False,Not significant,True
Slco1a5,74.79666666666667,20.617808645278803,60.99533333333333,8.890560462273081,-0.2899747824843961,False,False,non_specific,0.3723311843017061,0.37,False,False,Not significant,True
Spag8,80.22211111111112,12.66561725227907,73.76188888888889,3.4340648321957707,-0.3716204025025967,False,False,non_specific,0.7806558731937329,0.78,False,False,Not significant,True
Flna,1901.4419333333333,1585.133595212642,1519.0652,557.2190520207797,-3.372998515924442,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Klhl3,7.333333333333333,8.082903768654761,4.333333333333333,2.0816659994661326,-0.6438561897747247,False,False,non_specific,0.5905154298209699,0.59,False,False,Not significant,True
Casp6,315.3413333333333,102.8743190759158,269.906,54.2386119660155,-0.2236897249376082,False,False,non_specific,0.546636769277368,0.55,False,False,Not significant,True
Bahcc1,26.546000000000003,22.507889558601345,22.667166666666667,14.624906926599383,2.2370391973008497,False,False,non_specific,0.4781384489429059,0.48,False,False,Not significant,True
Calcrl,296.35266666666666,240.1134463567864,189.67,132.79890314306064,-0.6410971458965262,False,False,non_specific,0.5472239564251422,0.55,False,False,Not significant,True
Fgf7,69.66666666666667,25.00666577801473,58.66666666666666,23.24507116214819,-0.2441046772989429,False,False,non_specific,0.6067230705550295,0.61,False,False,Not significant,True
Zp3,7.0,5.5677643628300215,3.333333333333333,2.081665999466133,-0.8845227825800638,False,False,non_specific,0.3759646467511534,0.38,False,False,Not significant,True
Tmem256,335.1205,60.35863227940587,313.71316666666667,75.59778315012261,-0.0694907353258595,False,False,non_specific,0.727578864896042,0.73,False,False,Not significant,True
Gm19426,8.666666666666666,8.962886439832502,4.333333333333333,3.214550253664318,-0.8579809951275721,False,False,non_specific,0.4982653066147917,0.5,False,False,Not significant,True
Ophn1,74.0,39.44720831287171,78.33616666666667,12.250979092951123,-1.023896592601225,False,False,non_specific,0.4722305688113091,0.47,False,False,Not significant,True
Corin,10.333333333333334,13.13709759929237,5.0,6.666512563752475,1.7369655941662063,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Lcn2,282.59916666666663,84.87455317432737,251.2315,52.21729241176655,-0.2197335227707353,False,False,non_specific,0.5062347291274459,0.51,False,False,Not significant,True
B3galt6,16.666666666666668,9.018499505645789,11.666666666666666,5.131601439446884,-0.4799929411196137,False,False,non_specific,0.462127647732841,0.46,False,False,Not significant,True
Tnfaip2,24.666666666666668,7.32006375199925,23.333333333333336,11.465910712200175,2.876304107767635,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Lrrc4c,21.0,19.0,12.0,8.18535277187245,-0.758991900496205,False,False,non_specific,0.5110479108527934,0.51,False,False,Not significant,True
Zfp955a,24.946666666666665,13.778203995199569,18.745,4.441008444036107,-0.3940618415996064,False,False,non_specific,0.5236495254698917,0.52,False,False,Not significant,True
Hic1,85.66666666666667,62.93912402737532,57.66666666666666,25.69695182961071,-0.5629361943911574,False,False,non_specific,0.5332830466488734,0.53,False,False,Not significant,True
Cmc1,43.00016666666667,13.242459961824268,41.0,17.722821492641103,-0.5258249964895484,False,False,non_specific,0.6259496794763909,0.63,False,False,Not significant,True
Mylip,56.83283333333334,35.82798604559476,49.50033333333333,25.985754357060188,3.618277816167135,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Rnf207,25.83333333333333,22.69747338682472,16.56866666666667,12.678767500563032,-1.2961147419034635,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Nr2c2,14.833333333333334,8.9489291724392,16.16683333333333,20.762960704051448,3.807354922057604,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Vash1,77.33333333333333,21.007935008784976,63.00033333333334,27.62205641029164,-0.2915469318267396,False,False,non_specific,0.5165573673377478,0.52,False,False,Not significant,True
Pdia3,3536.8026666666665,920.1773636165658,3246.327166666667,652.2602404860082,0.5018212654209103,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Ssb,878.1623333333334,235.34442130613772,971.4536666666668,190.13239585679275,0.2115657357869422,False,False,non_specific,0.4645806692584666,0.46,False,False,Not significant,True
Magee1,113.01533333333332,38.6087375775657,103.75433333333336,10.817811993806016,-0.1222179334573895,False,False,non_specific,0.7231040400956663,0.72,False,False,Not significant,True
Pskh1,48.333333333333336,21.031722072463143,43.0,12.12435565298214,-0.1650592462704963,False,False,non_specific,0.7274464992460266,0.73,False,False,Not significant,True
Tsc22d2,47.36983333333333,28.27871948999332,39.1675,8.94642816347883,-0.3247256191088354,False,False,non_specific,0.5835286713239982,0.58,False,False,Not significant,True
Zpbp,3.0,2.6457513110645907,2.0,1.0,-0.4150374992788438,False,False,non_specific,0.5903318162661181,0.59,False,False,Not significant,True
Dhfr,32.666666666666664,16.623276853055575,26.666666666666668,12.096831541082704,-0.2831720514048699,False,False,non_specific,0.6421639851482305,0.64,False,False,Not significant,True
Fuom,37.6,20.4244756021104,33.01766666666666,17.906261641006896,0.7754017758223141,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Themis3,2.0,1.7320508075688772,1.3333333333333333,1.5275252316519463,-0.3625700793847084,False,False,non_specific,0.6437180103165462,0.64,False,False,Not significant,True
Thoc3,181.388,52.40903102519641,164.33333333333334,43.82160806421112,-0.1416331923419204,False,False,non_specific,0.6884049727892549,0.69,False,False,Not significant,True
H2-DMa,540.3333333333334,165.77494784596777,482.0116666666666,148.2341772680421,-0.1644591903428046,False,False,non_specific,0.6734887274191681,0.67,False,False,Not significant,True
Ctsw,12.666666666666664,12.423851035508312,10.5,10.930693876671793,1.3219280948873624,False,False,non_specific,0.5351057454031659,0.54,False,False,Not significant,True
Gm8797,33.18366666666667,3.394724780204329,39.09766666666667,10.85227470778976,0.2302111327689727,False,False,non_specific,0.449141526464105,0.45,False,False,Not significant,True
Tceal9,928.476,35.07596117000927,1070.8553333333332,195.7465572374986,0.2056206816936267,False,False,non_specific,0.3341985921512466,0.33,False,False,Not significant,True
Vps28,719.3193333333334,303.00879482981685,801.5338333333334,142.161054458062,0.2731981633854531,False,False,non_specific,0.4999204294399645,0.5,False,False,Not significant,True
Gfra1,28.0,26.8687842401706,39.66666666666666,24.60333681787435,0.9484119306122458,False,False,non_specific,0.4289110297339791,0.43,False,False,Not significant,True
Accs,16.777777777777775,17.786777766628266,19.0,21.862750874852303,0.4766651842535713,False,False,non_specific,0.5794791451393054,0.58,False,False,Not significant,True
Slc26a9,122.33333333333331,70.85431061927943,154.33333333333334,82.51262529657708,0.3328046841379681,False,False,non_specific,0.6377295382331079,0.64,False,False,Not significant,True
Asb3,56.333333333333336,24.08720731007545,63.34133333333333,18.650140001042335,0.1245801127536837,False,False,non_specific,0.6751388251422222,0.68,False,False,Not significant,True
Zfp280c,15.5,14.99391176172413,21.0,21.895521251792463,0.4685530086058453,False,False,non_specific,0.697897153661829,0.7,False,False,Not significant,True
Zfp551,4.833333333333333,4.368447474027052,6.5,2.755116565752937,0.4150374992788437,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Tulp1,5.111111111111112,5.026203046049079,5.777777777777779,5.921956216836612,0.4193638177873533,False,False,non_specific,0.6861214808613887,0.69,False,False,Not significant,True
Slf1,66.84616666666668,23.906909130186936,76.0,9.987492177719089,-0.535721208080825,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Vcpip1,156.33566666666667,75.87279496850853,184.33533333333327,23.54628075372697,0.2362921961868078,False,False,non_specific,0.5947699929855814,0.59,False,False,Not significant,True
Arsg,11.5,10.669848802000374,13.0,3.12270960056201,0.3084438901178585,False,False,non_specific,0.7697421450685982,0.77,False,False,Not significant,True
Tex11,12.333333333333334,8.326663997864532,16.666666666666668,8.962886439832502,0.4059923596758368,False,False,non_specific,0.572880840927835,0.57,False,False,Not significant,True
Bcl9l,143.8338888888889,64.06883770667314,186.29544444444448,112.93807448666824,1.8486646663636264,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Dhcr24,143.05733333333333,64.3235093984566,171.66666666666666,23.007245235649865,0.261346493483284,False,False,non_specific,0.530048070873078,0.53,False,False,Not significant,True
Vps45,191.7273333333333,53.30085899245277,213.83833333333337,45.40810646055761,0.1566902398350919,False,False,non_specific,0.6141913540776032,0.61,False,False,Not significant,True
Rpusd2,9.666666666666666,8.144527815247077,11.333333333333334,3.055050463303893,0.20945336562895,False,False,non_specific,0.7653350481131733,0.77,False,False,Not significant,True
Zfp800,51.002,25.161399245669944,62.74366666666668,14.376559127041956,0.2937148978279024,False,False,non_specific,0.5307156183469615,0.53,False,False,Not significant,True
Efcab6,122.0,24.515301344262525,132.00933333333333,7.797446077616266,0.1128691683670287,False,False,non_specific,0.5594687571973282,0.56,False,False,Not significant,True
Psmc3ip,80.33333333333333,4.725815626252608,89.67833333333333,16.936215879981376,0.1569111326506661,False,False,non_specific,0.4430528093470006,0.44,False,False,Not significant,True
Tbc1d15,234.0,113.53853971229329,284.01666666666665,37.96776044663858,0.2783855281513421,False,False,non_specific,0.5323451156279803,0.53,False,False,Not significant,True
Usb1,28.515833333333333,12.641083896697044,34.19333333333333,8.991614614065721,0.4150374992788437,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Lhb,133.33333333333334,26.633312473917574,143.44066666666666,14.653824119776154,0.1046596461491194,False,False,non_specific,0.60373434998316,0.6,False,False,Not significant,True
Ptpro,3.0,4.604472184261459,3.0,3.6266932704720296,0.7081974864598707,False,False,non_specific,0.5363282737901233,0.54,False,False,Not significant,True
Ccdc13,30.55555555555556,15.757608329155689,36.66666666666666,7.091486102018487,-1.0360930025785833,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Prr22,9.666666666666666,3.055050463303893,14.0,6.557438524302,0.4918530963296747,False,False,non_specific,0.379915089850994,0.38,False,False,Not significant,True
Erich6,5.666666666666667,2.309401076758503,6.666666666666667,0.5773502691896258,0.2016338611696504,False,False,non_specific,0.5351057454031659,0.54,False,False,Not significant,True
Syne2,139.00819047619046,66.86696210783813,152.0788095238095,53.89965025106288,0.6430212945556024,False,False,non_specific,0.4058921582372591,0.41,False,False,Not significant,True
Gpr108,326.48683333333327,122.77907694836634,346.1441666666667,44.84308115225476,0.1552413692305903,False,False,non_specific,0.5742811235224022,0.57,False,False,Not significant,True
Il3ra,101.35866666666664,39.42410838367251,131.49422222222222,42.67569931780877,0.4296095264998696,False,False,non_specific,0.2171883620621132,0.22,False,False,Not significant,True
P2ry12,5.833333333333333,5.591841030037047,13.666666666666664,16.47476820640752,1.2190733520128387,False,False,non_specific,0.4817514616136201,0.48,False,False,Not significant,True
Rflnb,31.666666666666668,19.553345834749955,37.85466666666667,4.108016837031386,0.2502686364205269,False,False,non_specific,0.6414833202938262,0.64,False,False,Not significant,True
Ccdc28a,7.416583333333333,7.296606072474424,8.760083333333334,7.149978128645321,0.7620935669852819,False,False,non_specific,0.3738340901051751,0.37,False,False,Not significant,True
Slc38a6,23.166666666666664,11.50348684696046,27.5,13.0,-1.1324671695511832,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Tmem202,5.0,1.0,5.666666666666667,0.5773502691896258,0.15200309344505,False,False,non_specific,0.3868087539180065,0.39,False,False,Not significant,True
Nfkbil1,170.66666666666666,43.77594468807422,186.71966666666663,41.228385371408045,0.1289698721164836,False,False,non_specific,0.6679250561132077,0.67,False,False,Not significant,True
Gstp3,29.166666666666668,24.226515170778164,38.0,23.734468395198277,0.5711567011961257,False,False,non_specific,0.6370193892700531,0.64,False,False,Not significant,True
Rnf11,252.2973333333333,100.38294170990076,302.1613333333333,85.00443568034162,0.2592538682122237,False,False,non_specific,0.5482152841813448,0.55,False,False,Not significant,True
Csf3r,120.01666666666668,59.11396437673026,156.7023333333333,81.0947150949637,0.381998253983661,False,False,non_specific,0.5640309462282243,0.56,False,False,Not significant,True
Zfp354a,19.37,11.978248077244016,26.865,14.294561938023843,0.4520081731122172,False,False,non_specific,0.5258071653546287,0.53,False,False,Not significant,True
Zfp72,10.0,5.291502622129181,13.333333333333334,8.504900548115382,0.3818706353436444,False,False,non_specific,0.600857971972258,0.6,False,False,Not significant,True
Grap2,6.666666666666667,5.856439497424836,10.166666666666664,8.621678104251709,-0.4150374992788438,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Emp1,186.66666666666663,117.78086998037216,261.718,131.93926076797612,0.4853426278445831,False,False,non_specific,0.503598014081342,0.5,False,False,Not significant,True
Sh3tc2,42.02344444444444,26.123867853968253,50.88933333333333,21.726769098271884,0.7728709779083344,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Hoga1,9.5,4.98588745104741,11.666666666666666,5.603226719723088,0.611553721778508,False,False,non_specific,0.6072737695942108,0.61,False,False,Not significant,True
Samd3,1.5555555555555554,1.4544297221299365,2.4444444444444446,1.6468798118598114,0.736965594166206,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Dcaf12l1,6.333333333333333,4.725815626252609,9.666666666666666,6.6583281184793925,0.5405683813627028,False,False,non_specific,0.5224851319871271,0.52,False,False,Not significant,True
Pik3ca,196.00416666666663,93.35784719580876,264.508,108.7160862334904,0.5179264467416543,False,False,non_specific,0.4491355189525772,0.45,False,False,Not significant,True
Esam,1459.7279999999998,857.0567097158739,1890.7493333333327,596.6670909178195,0.3730333756730226,False,False,non_specific,0.5186254489262466,0.52,False,False,Not significant,True
Kmt2a,39.33466666666666,30.54333708161033,56.013000000000005,40.79908543757703,0.682677747259021,False,False,non_specific,0.488966551495504,0.49,False,False,Not significant,True
Slc16a10,11.77777777777778,5.24773294735568,13.888888888888893,4.4396258297513365,1.5856035560709123,False,False,non_specific,0.4226497308103742,0.42,False,False,Not significant,True
Smagp,35.111111111111114,19.37473585990497,41.93877777777778,12.611373278179606,0.3012989847547342,False,False,non_specific,0.5017059125155253,0.5,False,False,Not significant,True
Hemk1,38.5,14.94413895162646,40.742666666666665,15.141941127851624,0.0822262960734716,False,False,non_specific,0.7361037130160989,0.74,False,False,Not significant,True
Wrnip1,293.0,114.66908912169836,347.88200000000006,74.50973898759814,0.2469230108838725,False,False,non_specific,0.531122288912066,0.53,False,False,Not significant,True
Ttc17,55.335,23.570565000828264,67.3348888888889,19.19465166962485,3.706162142157952,False,False,non_specific,0.4226497308103741,0.42,False,False,Not significant,True
Utp6,182.44866666666667,90.11131178899424,226.00466666666668,45.299934495905546,0.3073455372467483,False,False,non_specific,0.5095949653272034,0.51,False,False,Not significant,True
Olfm1,52.6681111111111,57.13756683438559,55.31433333333334,28.581473089955733,0.2758266765085807,False,False,non_specific,0.5130380158475528,0.51,False,False,Not significant,True
