gene_symb,GF_mean,GF_std,SCFA_mean,SCFA_std,log2FC,is_GF_all_zero,is_SCFA_all_zero,gene_type,pvalue,padj,reject_null
Irf3,25.22866666666667,6.307272812661059,0.0,0.0,-4.713072565003415,False,True,GF_specific_high,0.04402401472415957,0.04,True
Nr4a2,49.50366666666667,10.089307227621395,0.0,0.0,-5.658316229084151,False,True,GF_specific_high,0.030458006026839343,0.03,True
Unc79,81.481,35.82718061751441,0.0,0.0,-6.365989918940319,False,True,GF_specific_high,0.05,0.05,False
Rxrb,0.0,0.0,151.09833333333333,53.265664102997285,7.24886053412636,True,False,GF_specific_high,0.05,0.05,False
Rbm27,63.973333333333336,27.188350029623596,0.0,0.0,-6.021775816696435,False,True,GF_specific_high,0.05,0.05,False
Nr2f1,20.657,9.115989962697414,0.0,0.0,-4.436761504736685,False,True,GF_specific_high,0.05,0.05,False
Rxrb,82.51533333333333,44.43126809278949,161.25966666666667,41.232310113954725,0.9581914253466948,False,False,GF_specific_high,0.08801102730333586,0.09,False
Gm10778,0.0,0.0,29.333333333333332,14.46835627614047,4.92283213947754,True,False,GF_specific_high,0.05,0.05,False
Klhl18,0.0,0.0,21.929333333333332,6.885463044221015,4.5191225042903325,True,False,GF_specific_high,0.05,0.05,False
Tubgcp6,0.0,0.0,129.6723333333333,39.88209179987095,7.029809907893799,True,False,GF_specific_high,0.05,0.05,False
Klhl18,0.0,0.0,11.875666666666667,11.386031105408652,3.6865752279050747,True,False,GF_specific_high,0.21258046216775223,0.21,False
Irf3,734.1153333333333,256.53299184380427,978.2723333333333,45.051986430493024,0.41373951145742316,False,False,GF_specific_high,0.23875220324451832,0.24,False
Ctbp1,0.0,0.0,11.656333333333334,10.205737716271829,3.661787596967321,True,False,GF_specific_high,0.18649757629560082,0.19,False
Klhl18,22.666666666666668,11.372481406154654,0.0,0.0,-4.564784618783526,False,True,GF_specific_high,0.05,0.05,False
Ctbp1,44.69833333333333,21.4190328757704,0.0,0.0,-5.514069644512469,False,True,GF_specific_high,0.05,0.05,False
Gm10778,20.361666666666668,12.257340997676998,0.0,0.0,-4.41695230735906,False,True,GF_specific_high,0.05,0.05,False
Rxrb,103.502,62.072181506694285,13.703666666666665,23.735446916654706,-2.829282682222639,False,False,GF_specific_high,0.11562834276618188,0.12,False
Nr4a2,30.351,37.622323253621644,92.17933333333333,22.1604074496236,1.571498547213479,False,False,GF_specific_high,0.0851880283061249,0.09,False
Tnnt3,20.02033333333333,12.048811780973812,0.0,0.0,-4.393713642138642,False,True,GF_specific_high,0.05,0.05,False
Cacnb2,23.70866666666667,10.566012745275925,0.0,0.0,-4.626945256695802,False,True,GF_specific_high,0.05,0.05,False
Rxrb,78.98266666666666,41.68829544768331,0.0,0.0,-6.321615477093686,False,True,GF_specific_high,0.05,0.05,False
Tubgcp6,97.964,57.88941558696201,0.0,0.0,-6.628831908293178,False,True,GF_specific_high,0.05,0.05,False
Ctbp1,5.508,0.5375341849594315,3.6046666666666667,1.15631065606667,-0.4991175280820466,False,False,GF_specific_high,0.08649772039140885,0.09,False
Tnnt3,150.15633333333332,88.78147146974607,47.37833333333333,51.08370760167407,-1.643608454581368,False,False,GF_specific_high,0.1750305727801939,0.18,False
Klhl18,0.0,0.0,2.528,3.471415273343136,1.8188505608954335,True,False,GF_specific_high,0.33438181251577725,0.33,False
Unc79,2.6213333333333333,4.540282516907217,25.272333333333336,21.93663443496594,2.85895145273414,False,False,GF_specific_high,0.21200497870658205,0.21,False
Tnnt3,2.655,2.3020970874400586,0.0,0.0,-1.8698714061777126,False,True,GF_specific_high,0.1838348095815156,0.18,False
Unc79,13.717666666666666,15.510048237621097,25.939666666666668,8.51044301627908,0.8721830347764115,False,False,GF_specific_high,0.3148083449039129,0.31,False
Ctbp1,210.59866666666667,34.12243075065628,281.741,112.20442079971714,0.4181505654393695,False,False,GF_specific_high,0.38869715265148275,0.39,False
Irf3,6.397666666666667,11.081083716556488,17.415666666666667,15.838901992667715,1.3157914249953961,False,False,GF_specific_high,0.3854670702624557,0.39,False
Nr4a2,0.8123333333333332,1.407002606015118,6.863666666666666,8.501799946677957,2.117353841092319,False,False,GF_specific_high,0.34242988178894335,0.34,False
Tubgcp6,8.524333333333333,5.656230664791998,15.813999999999998,4.08001029410466,0.8199729600599341,False,False,GF_specific_high,0.15157520840511973,0.15,False
Ctbp1,393.5756666666666,173.72012226950952,484.499,179.25100522172815,0.29916633573310686,False,False,GF_specific_high,0.5623913228947668,0.56,False
Tnnt3,1.4083333333333332,2.4393048873261685,3.7816666666666663,3.2759841778209693,0.9894784753806233,False,False,GF_specific_high,0.3754637545890652,0.38,False
Unc79,30.846999999999998,53.42857126107715,89.34666666666665,33.177100857870826,1.5043138975103916,False,False,GF_specific_high,0.19620400424472137,0.2,False
Tnnt3,0.0,0.0,8211.932,14207.077161822132,13.00368163781286,True,False,GF_specific_high,0.42220550580429217,0.42,False
Tubgcp6,6.933333333333334,2.165204917169119,5.468333333333334,4.1475055555518345,-0.29453314040985773,False,False,GF_specific_high,0.6251041758201688,0.63,False
Tnnt3,0.0,0.0,3170.641,5484.954230252702,11.631013765404218,True,False,GF_specific_high,0.42217585309989425,0.42,False
Tnnt3,0.0,0.0,112.42,187.3101510863733,6.825531251189622,True,False,GF_specific_high,0.40772747566747114,0.41,False
Ctbp1,15.390333333333333,26.656839278754212,7.347333333333334,12.725954633477732,-0.9734579069187478,False,False,GF_specific_high,0.6707620901091498,0.67,False
