Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
NURSA_Human_Endogenous_Complexome,BL1002 (ATF7IP),29/254,0.000123847706129256,0.0024366449449771,0,0,2.2857600674678475,20.56374427033482,TOP2A;COPA;HNRNPU;ELAVL1;PCMT1;SART1;ZMYM3;TCOF1;YWHAQ;LMNA;CCT7;KPNA3;ABCF3;RBM39;XRCC6;SEC13;NPM1;RFC3;CPSF1;ACTL6A;DNAJA1;DDX19A;HNRNPK;PRPF6;FUBP1;MAGED2;TAF6;KIF20A;MAD1L1
NURSA_Human_Endogenous_Complexome,SATB1 mouse (SATB1),48/507,0.000124082087293185,0.0024366449449771,0,0,1.8649742666792968,16.774636399773147,TOP2A;SF3B2;COPA;HNRNPU;PEBP1;ELAVL1;PSMA7;PCMT1;GOLGA4;TCOF1;CAPZB;PUF60;YWHAQ;U2AF2;PSMD2;LMNA;AP3S1;CCT7;ACTR2;RBM17;RBM39;RFC3;HNRNPA3;XRCC6;NPM1;MORC3;PNO1;NCOA3;ACTL6A;ANXA5;DNTTIP1;AP2B1;DDX52;LSM4;HNRNPAB;SND1;ARFGAP1;ARFGAP2;DNAJA1;TOX4;HNRNPK;PRPF6;ACTC1;EIF6;FUBP1;UBA1;P4HB;MAD1L1
NURSA_Human_Endogenous_Complexome,SC-14031 (FOXH1),23/182,0.00013551309019907504,0.0026321944802798,0,0,2.559831494007357,22.798991539225703,TOP2A;RBM39;XRCC6;RFC3;NPM1;HNRNPA3;RNH1;PSMD13;ACTL6A;HNRNPU;AP2B1;HNRNPAB;SND1;HNRNPK;ACTC1;TCOF1;PUF60;U2AF2;PSMD2;FUBP1;LMNA;UBA1;MAD1L1
NURSA_Human_Endogenous_Complexome,BL2446 (SAFB),21/159,0.0001397981415265989,0.0026862288054627,0,0,2.6908417260296407,23.882057229633894,TOP2A;RBM39;RFC3;CIZ1;NPM1;HNRNPA3;ACTL6A;HNRNPU;DDX52;ELAVL1;HNRNPAB;PCMT1;PRPF6;HNRNPK;ACTC1;PUF60;U2AF2;TRA2B;LMNA;MAD1L1;RBM6
NURSA_Human_Endogenous_Complexome,BL3007 (RMI1),46/482,0.00014170554155291625,0.0026939127952666,0,0,1.8802606318508757,16.66241714898273,TOP2A;CSF1R;SF3B2;HNRNPU;USP39;GIGYF2;SART1;CAPZB;PUF60;U2AF2;LMNA;POLD2;LUC7L;AP3S1;CCT7;RBM17;RBM39;RFC3;XRCC6;NPM1;CPSF1;IMP3;RPS5;ACTL6A;ZFR;DNTTIP1;DDX52;DYNLL2;KLF16;GATAD2A;ARFGAP2;DNAJA1;SMU1;PRPF4;DDX19A;HNRNPK;POLR3A;PRPF6;ACTC1;MTHFD1;EWSR1;UBE2S;MAGED2;HNRNPC;MAD1L1;SF1
NURSA_Human_Endogenous_Complexome,BL328 (RFXANK),16/104,0.0001446088700562669,0.0026984026630541,0,0,3.2084859844934823,28.36775795034679,TOP2A;RBM39;RFC3;NPM1;ACTL6A;ZFC3H1;HNRNPU;DDX41;DDX52;GIGYF2;C3;PPP2CB;HNRNPK;TCOF1;LMNA;MAD1L1
NURSA_Human_Endogenous_Complexome,BL4839 (WDHD1),26/219,0.00014496175470240692,0.0026984026630541,0,0,2.386380458919319,21.0933137897031,TOP2A;HNRNPU;PCMT1;TCOF1;PUF60;U2AF2;LMNA;DLAT;CCT7;RBM39;XRCC6;NPM1;RFC3;PNO1;ACTL6A;DDX52;HNRNPAB;PRPF4;DDX19A;HNRNPK;GNL3L;ACTC1;MAGED2;HNRNPC;P4HB;MAD1L1
NURSA_Human_Endogenous_Complexome,BL9487 (EYA3),18/126,0.0001515280289606682,0.0027915524510589,0,0,2.9435054773082943,25.887365186321528,TOP2A;XRCC6;RFC3;SF3B2;NPM1;ACTL6A;HNRNPU;DLST;PCMT1;AIMP2;HNRNPK;TCOF1;FUBP1;LMNA;OGDH;HNRNPC;DLAT;MAD1L1
NURSA_Human_Endogenous_Complexome,BL5778 (TNKS1BP1),30/270,0.0001554259238833829,0.002817991963027,0,0,2.217117758784425,19.44266235919636,TOP2A;COPA;SHMT1;HP1BP3;HNRNPU;DLST;USP39;TBK1;TCOF1;CAPZB;PUF60;MB;U2AF2;LMNA;DLAT;RBM39;XRCC6;NPM1;RFC3;HNRNPA3;ACTL6A;ZFR;CNOT10;HNRNPAB;CLPX;GATAD2A;DNAJA1;PRPF4;HNRNPK;ACTC1
NURSA_Human_Endogenous_Complexome,SC-102125 (TAF10),26/220,0.00015611707013971958,0.002817991963027,0,0,2.3739527353236647,20.8074687337994,TOP2A;SF3B2;COPA;DOCK7;AKAP8;HNRNPU;PEBP1;PCMT1;TCOF1;YWHAQ;PUF60;LMNA;RBM39;NPM1;ACTL6A;ANXA5;SND1;PDIA4;HNRNPK;ACTC1;FUBP1;TAOK2;DNAJB11;ALDH16A1;UBA1;P4HB
