Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Cellular_Component_2025,Transcription Factor AP-1 Complex (GO:0035976),3/5,0.0005979598476306997,0.1584593596221354,0,0,36.17902010050251,268.5202150749775,JUND;RNASEH2A;FOSL2
GO_Cellular_Component_2025,COPII Vesicle Coat (GO:0030127),4/15,0.0024249612471308,0.3213073652448333,0,0,8.777587192681532,52.85810109553756,SEC24A;SEC24C;SEC31B;SEC31A
GO_Cellular_Component_2025,Nucleus (GO:0005634),227/4879,0.0044134473901592,0.3597542655309914,0,0,1.241147126733971,6.730863957534947,TCERG1;EHF;PANK2;RPL3;EHMT2;HNRNPR;IKZF4;CCAR1;TIAL1;SOX2;PSMD4;EPC1;TRIM26;ZFPL1;SYNPO;HES7;SRRM2;CHID1;RBFOX2;DAPK2;IFRD2;METTL3;CIRBP;HUS1;KRT7;CSNK1D;DICER1;SRRM1;EWSR1;THAP7;PADI3;ATF5;CCDC82;RTEL1;CTBP1;COPS7A;RNPC3;NLK;HIF1A;SEC14L2;SWI5;SCAI;JUND;BCL11B;PDE2A;NR2F1;PBX2;IRF2BP2;PTK6;NR1D2;INO80;NR1D1;NMI;SMARCA2;PHC3;FOSL2;PKIB;HNRNPM;ID2;NDUFAF3;CDK10;ATM;RCOR1;CC2D1B;SETD5;SETD2;CLIC3;PHF1;ASH2L;ING1;PCF11;ARIH2;NELFB;TEAD4;PRMT8;SPHK1;TCF12;TOP3A;TFE3;TET2;DNTT;PPRC1;SIRT2;SIRT3;DDB2;MED25;KAT2A;NCOR1;VGLL4;AHNAK;CIPC;DOT1L;GPS2;CCNDBP1;RECQL4;RXRB;BCLAF1;CFAP298;PMS2;SRSF11;NKTR;RIBC2;CENPT;NPM2;NFYA;CSNK1A1;NR1H2;PCGF2;STAT3;SORBS1;SORBS3;SCAF4;TARBP2;SPSB3;AGBL5;PER1;PSMC5;PSMC3;WT1;TARDBP;UBE2D3;CTNND1;RTKN2;ZBTB21;RGS3;KMT5B;TEKT4;HMGN3;NANOS1;TLE2;CDKL5;TLE1;LMO7;FOXP1;DPEP2;SRSF7;ZCCHC8;RNASEH2A;ANKRD16;MAX;CACNA1A;NRF1;FOXO3;STK4;NKAPL;AK8;BAG6;HNRNPDL;SAFB2;ZKSCAN5;RPRD1B;SKIL;IP6K2;CBX6;ASPSCR1;NSG1;HOPX;NR4A2;RCAN1;RGCC;CNOT2;MAFF;RCAN3;BCL3;MDM4;BRWD1;RBM27;GSK3B;PIWIL4;CALCOCO2;CELF3;CHD7;USP34;PSIP1;CHD3;CHTF18;USP39;PKD1;PIDD1;FLCN;EXO1;SNRNP70;PPP6R2;PPP6R3;TLK2;MYBL2;RBM33;USP47;REXO1;ELAC2;TRNAU1AP;TENT5B;KLF15;CCNA2;EPN3;TRAF7;IRF3;SLC25A19;ESRP2;ESRP1;CRY2;LCOR;BIRC6;CAMK2D;HDAC3;USP11;RNF7;MLLT3;MAPK9;DNAJB6;MCRIP2;EIF4E;PTPN18;NAA10;RNF25;PML;NAP1L4;GNPDA2;IMPDH1;ERCC2;KLF9;CDK2AP2;ACIN1;ERCC5;BCOR;SSBP2;PTPN2
GO_Cellular_Component_2025,Coated Vesicle Membrane (GO:0030662),7/54,0.0054652829507804,0.3597542655309914,0,0,3.6019234902213624,18.76364189439517,SEC24A;KDELR1;TGFA;SEC24C;SEC31B;SEC31A;VTI1B
GO_Cellular_Component_2025,Motile Cilium (GO:0031514),9/85,0.0067878163307734,0.3597542655309914,0,0,2.8668387741505663,14.313053772694078,CFAP100;SPEF1;CFAP70;SORD;DNAH9;BRWD1;PKD1;GAS8;AK8
GO_Cellular_Component_2025,Intracellular Membrane-Bounded Organelle (GO:0043231),253/5597,0.0106615304840277,0.4005428772761537,0,0,1.2015190086859249,5.456233948070755,TCERG1;EHF;PANK2;SLC4A1AP;RPL3;KDELR1;EHMT2;AQP9;HNRNPR;IKZF4;CCAR1;TIAL1;SOX2;PSMD4;EPC1;TRIM26;ZFPL1;SYNPO;HES7;SRRM2;CHID1;RBFOX2;FNBP1;DAPK2;IFRD2;METTL3;CIRBP;HUS1;KRT7;CSNK1D;DICER1;SRRM1;EWSR1;THAP7;PADI3;ATF5;CCDC82;RTEL1;CTBP1;COPS7A;RNPC3;NLK;HIF1A;SEC14L2;SWI5;RAB11FIP2;SCAI;VTI1B;SEC31A;JUND;BCL11B;PDE2A;NR2F1;PBX2;IRF2BP2;ABCA7;PTK6;NR1D2;INO80;NR1D1;NMI;SMARCA2;PHC3;FOSL2;PKIB;HNRNPM;SQLE;ID2;NDUFAF3;CDK10;ATM;RETREG1;RCOR1;CC2D1B;SETD5;SETD2;CLIC3;PHF1;ASH2L;ING1;PCF11;ARIH2;NELFB;CTSE;TEAD4;PRMT8;SPHK1;TCF12;TOP3A;TFE3;TET2;DNTT;PPRC1;ITFG2;SIRT2;SIRT3;DDB2;MED25;KAT2A;AFTPH;GPRC5A;NCOR1;GAS8;VGLL4;AHNAK;CIPC;DOT1L;GPS2;CCNDBP1;RECQL4;RXRB;BCLAF1;CFAP298;PMS2;SRSF11;NKTR;RIBC2;CENPT;NPM2;NFYA;CSNK1A1;NR1H2;PCGF2;STAT3;SORBS1;SORBS3;SCAF4;TARBP2;YIF1B;SPSB3;AGBL5;PER1;PSMC5;PSMC3;WT1;AXL;TARDBP;UBE2D3;CTNND1;RTKN2;ZBTB21;RGS3;KMT5B;TEKT4;HMGN3;NANOS1;TLE2;CDKL5;TLE1;LMO7;FOXP1;DPEP2;SRSF7;ZCCHC8;RNASEH2A;ANKRD16;MAX;CACNA1A;NRF1;FOXO3;STK4;NKAPL;AK8;BAG6;HNRNPDL;SAFB2;ZKSCAN5;RPRD1B;SKIL;IP6K2;CBX6;OSBPL5;ASPSCR1;NSG1;HOPX;NR4A2;RCAN1;RGCC;P4HA2;CNOT2;MAFF;RCAN3;BCL3;MDM4;BRWD1;RBM27;GSK3B;PIWIL4;CALCOCO2;CELF3;CHD7;CEP164;USP34;PSIP1;CHD3;CHTF18;USP39;PKD1;PIDD1;FLCN;EXO1;SNRNP70;PPP6R2;PPP6R3;TLK2;MYBL2;ADAMTS9;RBM33;OVGP1;USP47;RUBCN;REXO1;ELAC2;TRNAU1AP;TENT5B;KLF15;CCNA2;EPN3;TRAF7;IRF3;SLC25A19;ESRP2;ESRP1;CRY2;LCOR;BIRC6;CAMK2D;HDAC3;USP11;RNF7;MLLT3;ZNRF1;MAPK9;DNAJB6;MCRIP2;EIF4E;PTPN18;NAA10;RNF25;HIP1R;PML;NAP1L4;CLCN7;GNPDA2;IMPDH1;ERCC2;KLF9;CDK2AP2;ACIN1;ERCC5;BCOR;SSBP2;PTPN2
GO_Cellular_Component_2025,RISC Complex (GO:0016442),3/13,0.0134569273122572,0.4005428772761537,0,0,7.232788944723618,31.160744439209825,DICER1;EIF4E;TARBP2
GO_Cellular_Component_2025,Neuron Spine (GO:0044309),2/5,0.0147076273982501,0.4005428772761537,0,0,16.058552906733585,67.75728227962675,SHANK3;LLGL1
GO_Cellular_Component_2025,Vesicle Coat (GO:0030120),5/37,0.0151873733611305,0.4005428772761537,0,0,3.772237090680101,15.795454028406663,EPN3;SEC24A;SEC24C;SEC31B;SEC31A
GO_Cellular_Component_2025,Asymmetric Synapse (GO:0032279),11/131,0.0159811596397384,0.4005428772761537,0,0,2.219659475465313,9.181276869365233,NANOS1;CAMK2D;HOMER2;DLG5;HIP1R;SCRIB;CABP1;SH2D5;KALRN;SHANK3;LLGL1
GO_Cellular_Component_2025,Cul5-RING Ubiquitin Ligase Complex (GO:0031466),3/14,0.0166263081133497,0.4005428772761537,0,0,6.574920054819552,26.935928737132,SPSB3;ARIH2;RNF7
GO_Cellular_Component_2025,ER to Golgi Transport Vesicle Membrane (GO:0012507),6/54,0.020211263054119,0.437887613039824,0,0,3.0190731399747794,11.778959905614668,SEC24A;TGFA;SEC24C;SEC31B;SEC31A;VTI1B
GO_Cellular_Component_2025,Chloride Channel Complex (GO:0034707),2/6,0.0214812791302555,0.437887613039824,0,0,12.043287327478042,46.2531296965881,CLCN7;BEST1
GO_Cellular_Component_2025,9+2 Motile Cilium (GO:0097729),11/140,0.0248543089574195,0.470456562408298,0,0,2.0638256010703184,7.625266274766903,FHAD1;SPEF1;CFAP70;TEKT4;DNAH9;SAXO2;AK8;GAS8;CFAP77;RPGR;RIBC2
GO_Cellular_Component_2025,PRC1 Complex (GO:0035102),3/17,0.0284262886077111,0.4850436517786741,0,0,5.165201005025126,18.390392949973023,CBX6;PCGF2;PHC3
GO_Cellular_Component_2025,RISC-loading Complex (GO:0070578),2/7,0.0292856544470142,0.4850436517786741,0,0,9.634127979924717,34.01480613288256,DICER1;TARBP2
GO_Cellular_Component_2025,Postsynaptic Density (GO:0014069),12/164,0.0319769395588044,0.4984640578284215,0,0,1.9108874473349828,6.578689175463381,NANOS1;CAMK2D;LRFN4;HOMER2;DLG5;HIP1R;SCRIB;CABP1;SH2D5;KALRN;SHANK3;LLGL1
GO_Cellular_Component_2025,Intermediate Filament Cytoskeleton (GO:0045111),7/78,0.0361192081359079,0.5303877214467848,0,0,2.3813842651870822,7.908411576138296,SYCE1L;TLK2;KRT7;EPPK1;PHLDB2;PPL;SMARCA2
GO_Cellular_Component_2025,Dendrite Cytoplasm (GO:0032839),2/8,0.0380277988961845,0.5303877214467848,0,0,8.028021748222502,26.247118058359018,HIP1R;LLGL1
GO_Cellular_Component_2025,Bicellular Tight Junction (GO:0005923),7/81,0.0429895951445874,0.5696121356657837,0,0,2.2844833469833468,7.188805721948408,PATJ;CLDN4;CLDN7;MARVELD3;SHROOM2;EPPK1;CYTH1
GO_Cellular_Component_2025,Lytic Vacuole Membrane (GO:0098852),19/314,0.048301550509125,0.6095195659484824,0,0,1.561121251629726,4.730652642247357,AHNAK;TFE3;PCSK9;CP;ITFG2;GPR137B;NAPG;TPCN2;CLCN7;LAPTM4B;FLCN;AP3M1;P2RX4;GPR137;ATP6V0E2;VPS39;LRRC8E;VPS16;VTI1B
