gene_symb
Atp5me
Cox6a1
Abcf3
Ddx52
Nt5m
Cxcr4
Pam16
Sos2
Actr2
Mrps16
Nr0b2
Actc1
Bckdhb
Raf1
Sec13
Trappc3
Smarcd2
Gpatch1
Anxa5
Med31
Cxxc1
Ppp2cb
Plpp5
Il21r
Ifrd2
Eif3j
Cog4
Ctu1
Abce1
Ptpa
Hnrnpk
Rps5
Cd79a
Dlat
Irgm
Araf
Rps4y2
Brd8
Pld2
Pld3
Fgfr2
Jak1
Becn1
